CardNum,CardName,チェック済み
WXK11-035,魔界の吸引　バキューム,
WXK11-036,魚英の教授　Ｄｒ．デメニ,
WXK11-037,コードイート　ウェディング,
WXK11-038,極装　トリアイナ,
WXK11-039,羅菌　サメカンユ,
WXK11-040,コードアート　トレットＲ・Ｏ・Ｂ,
WXK11-041,幻蟲　アラクネ・パイダ,
WXK11-042,中罠　ブラジャック,
WXK11-043,復讐の豪魔　オダノブ,
WXK11-044,幻竜　コクリュ,
WXK11-045,羅星　ルシファスター,
WXK11-046,爆砲　アヤボン,
WXK11-047,サーバント　ＺＺ,
WXK11-048,讃の遊　スノボクイーン,
WXK11-049,羅植　ハルザクラ,
WXK11-050,理英の白箱　シュレデ,
WXK11-051,コードＶＬ　ルイス・キャミ―,
WXK11-052,アーク・オーダー,
WXK11-053,コードライド　トレインキャノン,
WXK11-054,中装　アダマスフィア,
WXK11-055,コードアンチ　ムフシュ,
WXK11-056,羅原　Ｇｔ,
WXK11-057,コードＶＬ　えま★おうがすと,
WXK11-058,烈日の割裂,
WXK11-059,コードＶＬ　魔使マオ,
WXK11-060,占英の星術　アストロノミカ,
WXK11-061,コードイート　タパサキ,
WXK11-062,コードメイズ　アステカレンダー,
WXK11-063,希望の蒼天　マツユキ,
WXK11-064,ＴＨＲＥＥ　ＯＵＴＳＩＤＥ,
WXK11-065,幻怪　ニホニンギョ,
WXK11-066,幻水　オタガメ,
WXK11-067,羅菌　バオバブーン,
WXK11-068,コードアート　Ｃ・Ｍ・Ｒ,
WXK11-069,ドライ＝インフル,
WXK11-070,修築,
WXK11-071,大罠　フーディナ,
WXK11-072,堕落の砲女　メツマ,
WXK11-073,幻竜　バハムート,
WXK11-074,羅星　サタン,
WXK11-075,轟書　ガブリエルト,
WXK11-076,鳥王の童話　ベイア,
WXK11-077,エニグマ・オーダー,
WXK11-087,椎名唯華,
WXK11-088,本間ひまわり,
WXK11-089,笹木咲,
WXK11-090,ドーラ,
WXK11-091,葉山舞鈴,
WXK11-092,相羽ういは,
WXK11-093,愛園　愛美,
WD10-001,勇猛果敢　タマヨリヒメ之肆,
WD10-002,弾末音　タマヨリヒメ之参,
WD10-003,轟轟　タマヨリヒメ之弐,
WD10-004,焔　タマヨリヒメ之壱,
WD10-005,タマヨリヒメ之零,
WD10-006,縦横無塵,
WD10-007,未来永業,
WD10-008,クロスロード,
WD10-009,弩砲　ヘッケラ,
WD10-011,轟砲　コック,
WD10-013,爆砲　スタン,
WD10-015,小砲　グレネド,
WD10-018,運命の重複,
WD11-004,ミュウ＝ラーバ,
WD11-005,ミュウ＝ハッチ,
WD11-007,黒幻蟲　ムカデス,
WD11-008,黒幻蟲　ヤスデス,
WD11-009,幻蟲　クロハ,
WD11-010,幻蟲　Ｓ・アント,
WD11-012,幻蟲　Ｗ・アント,
WD11-013,幻蟲　モンチョウ,
WD11-014,幻蟲　Ｃ・アント,
WD11-015,幻蟲　モンシロ,
WD11-018,ゲット・インセクト,
WD12-002,アイヤイ★ハート,
WD12-003,アイヤイ★ダイヤ,
WD12-004,アイヤイ★クラブ,
WD12-005,アイヤイ★ベット,
WD12-006,神出鬼没,
WD12-008,緑弐ノ遊　ジェコスタ,
WD12-009,肆ノ遊　ジャグジム,
WD12-010,参ノ遊　クルミド,
WD12-011,参ノ遊　シーソー,
WD12-012,弍ノ遊　メンコ,
WD12-013,弍ノ遊　マトリョ,
WD12-014,壱ノ遊　オテダマ,
WD12-015,壱ノ遊　ガチャポ,
WD12-018,贈呈,
WD13-002,愛幸の巫女　ユキ,
WD13-003,泡沫の巫女　タマ,
WD13-004,銀幕の巫女　タマ,
WD13-005,半月の巫女　タマ,
WD13-006,三日月の巫女　タマ,
WD13-007,タマ,
WD13-008,モダン・バウンダリー,
WD13-009,スピリット・サルベージ,
WD13-010,バインド・ウェポンズ,
WD13-014,天使の加護　オーディン,
WD13-016,鉄拳　アークトレット,
WD14-001,虚幸の閻魔　ウリス,
WD14-002,無道の閻魔　ウリス,
WD14-006,ウリス,
WD14-007,デモン・トゥーム,
WD14-008,グレイブ・ガット,
WD14-009,デビル・トゥ・デビル,
WD14-010,サイレント・クラップ,
WD14-011,弄命の侯爵　アモノウル,
WD14-012,毒蛇の華　アシュタルス,
WD14-015,三途の往復　アザゼラ,
WD15-001,百折不灯　遊月・肆,
WD15-002,紅乙女　遊月・参,
WD15-005,遊月・零,
WD15-006,隠忍火蝶,
WD15-007,炎志貫徹,
WD15-008,龍降地固,
WD15-010,一覇二鳥,
WD15-013,幻竜　フェニックス,
WD15-014,幻竜　ヴイーヴル,
WD15-015,幻竜　アメリカワニ,
WD15-018,幻竜　ナイルワニ,
WD15-023,振子の乱舞,
WD16-006,ドント・ステップ,
WD16-010,ピーピング・チャージ,
WD16-012,コードアート　Ｍ・Ｗ・Ｏ,
WD16-014,コードアート　Ｅ・Ｃ・Ｋ,
WD16-016,コードアート　Ｇ・Ｌ・Ｋ,
WD16-023,ＨＡＮＤ　ＳＨＯＣＫ,
WD17-001,決死の記憶　リル,
WD17-002,蒼天の記憶　リル,
WD17-003,動揺の記憶　リル,
WD17-004,欠片の記憶　リル,
WD17-005,純真の記憶　リル,
WD17-006,孤立無炎,
WD17-008,瞬息爆変,
WD17-009,仙石の西猿　ゴクウ,
WD17-010,湖騎の円卓　ランスロット,
WD17-011,金山の西蔵　サンゾウ,
WD17-012,鷹武の円卓　ガウェイン,
WD17-013,貫鍬の西猪　ハッカイ,
WD17-014,一槍の円卓　パシバル,
WD17-015,人魂の西河　サゴジョ,
WD17-018,神流の一振,
WD18-001,メル＝アンジュ,
WD18-002,メル＝ダイキリ,
WD18-003,メル＝モヒート,
WD18-004,メル＝スプモニ,
WD18-005,メル＝レディ,
WD18-006,千軍万馬,
WD18-007,試行錯誤,
WD18-008,悠々自適,
WD18-009,コードイート　ハンバ,
WD18-010,コードイート　テンド,
WD18-011,コードイート　カレー,
WD18-012,コードイート　オヤコ,
WD18-013,コードイート　ケチャ,
WD18-014,コードイート　ギュウド,
WD18-015,コードイート　マヨ,
WD18-018,千切,
WD19-001,ナナシ　其ノ四,
WD19-002,ナナシ　其ノ参ノ改,
WD19-003,ナナシ　其ノ爾ノ改,
WD19-004,ナナシ　其ノ壱,
WD19-005,ナナシ　其ノ無,
WD19-006,フェイタル・パニッシュ,
WD19-007,シックネス・ラブ,
WD19-008,ブラック・サルベージ,
WD19-009,羅菌　ニホコカビ,
WD19-010,羅菌　パライン,
WD19-011,羅菌　ショウコカビ,
WD19-012,羅菌　エンテロ,
WD19-013,羅菌　ナットー,
WD19-014,羅菌　ライナス,
WD19-015,羅菌　クロコウジ,
WD19-018,ラブリー・バイオ,
WD20-001,ママ♥４,
WD20-002,ママ♥３　MODE２,
WD20-003,ママ２　MODE２,
WD20-004,ママ♥１　MODE２,
WD20-005,ママ♥０,
WD20-006,全知全能,
WD20-007,生生流転,
WD20-008,母性本能,
WD20-009,具英の鋭針　＃コンパス＃,
WD20-010,角英の記号　＃タンジェント＃,
WD20-011,具英の角度　＃サンジョウ＃,
WD20-012,角英の記号　＃コサイン＃,
WD20-013,具英の角測　＃ブンドキ＃,
WD20-014,角英の記号　＃サイン＃,
WD20-015,具英の距測　＃ジョウギ＃,
WD20-018,創造,
WD21-001,カーニバル　―ＱＡ―,
WD21-002,カーニバル　―ＴＡ―,
WD21-003,カーニバル　―ＳＡ―,
WD21-004,カーニバル　―ＰＡ―,
WD21-005,カーニバル　―０―,
WD21-006,霹靂閃炎,
WD21-007,自由自罪,
WD21-008,震亜動地,
WD21-009,燐廻転生,
WD21-011,羅星　≡テンドウ≡,
WD21-012,羅星　≡チドウ≡,
WD21-013,羅星　≡ガイテン≡,
WD21-017,羅星　≡センヤ≡,
WD21-020,磊落の選択,
WD22-002-U,雅落の閻魔　ウリス,
WD22-003-U,金染の閻魔　ウリス,
WD22-004-U,恵逢の閻魔　ウリス,
WD22-007-G,成就の駄姫　グズ子,
WD22-010-G,悲哀の駄姫　グズ子,
WD22-011-G,フーリッシュ・マイアズマ,
WD22-012-G,バッド・トイ,
WD22-016-UG,バッド・エクシード,
WD22-029-G,死之遊　†マージャン†,
WD22-035-G,異血之遊　†チョウハン†,
WD22-036-G,ペイン・バイ・ペイン,
WD22-037-UG,死之遊魔　†ルーレット†,
WD22-038-UG,惨之遊魔　†スロット†,
WD22-041-UG,リバース・キス,
WD23-001-E,エルドラ×マークⅣ　アナザー,
WD23-002-E,エルドラ×マークⅢ　アナザー,
WD23-003-E,エルドラ×マークⅡ　アナザー,
WD23-004-E,エルドラ×マークⅠ　アナザー,
WD23-006-E,バースト・ラッシュ,
WD23-008-A,ぷりてぃあーや！Ⅳ,
WD23-009-A,とってもあーや！Ⅲ,
WD23-010-A,きらめきあーや！Ⅱ,
WD23-012-A,ブルー・サジェスト,
WD23-013-A,ワンモア・コール,
WD23-017-EA,クリティカル・ショット,
WD23-022-E,幻水姫　ナマコズ,
WD23-023-E,幻水　キス,
WD23-024-E,幻水　ハイギョ,
WD23-032-A,超罠　タコツボ,
WD23-033-A,超罠　ボーウケアミ,
WD23-039-A,小罠　テイチアミ,
WD23-040-A,ＰＲＡＮＫ,
WD23-041-EA,大水罠　ルアー,
WD23-044-EA,ＦＩＳＨＩＮＧ,
WDA-F01-05,初月の巫女　タマヨリヒメ,
WDA-F01-08,サード・ディスティニー,
WDA-F01-09,イレイズ・ルフラン,
WDA-F02-02,アロス・ピルルク　ＴＲＩ,
WDA-F02-04,アロス・ピルルク　ＭＯＮＯ,
WDA-F02-05,アロス・ピルルク,
WDA-F02-07,イコール・プライズ,
WDA-F02-08,ダブル・チャクラム,
WDA-F02-17,幻蟲　§アメンボ§,
WDA-F03-05,爪牙　遊月・壱,
WDA-F03-09,月鍵の巫女　タマヨリヒメ,
WDA-F03-13,幻竜姫　スヴァローグ,
WDA-F04-06,ドーナ　START,
WDA-F04-10,双撃の記憶　リル,
WDA-F05-06,駄姫　グズ子,
WDK01-001,レイラ＝フルスロットル,
WDK01-002,レイラ＝ブレーキ,
WDK01-003,レイラ＝コーナー,
WDK01-004,レイラ＝クラッチ,
WDK01-005,レイラ＝ニュートラル,
WDK01-006,焚骨砕身,
WDK01-007,質実轟健,
WDK01-008,火旗相当,
WDK01-009,剣抜弩焼,
WDK01-010,ファントム・ガーデン,
WDK01-011,コードライド　ヤマテ,
WDK01-012,コードライド　ロメン,
WDK01-013,コードライド　トッキュウ,
WDK01-014,コードライド　シンカン,
WDK01-015,コードライド　ワゴン,
WDK01-016,コードライド　フツージ,
WDK01-017,コードライド　ゴーカート,
WDK01-020,光明の流星,
WDK02-001,アロス・ピルルク　ＴＥＴ,
WDK02-003,アロス・ピルルク　ＤＩ,
WDK02-007,スリー・ダスト,
WDK02-008,ドント・リブミー,
WDK02-009,コード・ピルルク　ＫＥＹ,
WDK02-011,魔海の紅槍　スクリュー・カーミラ,
WDK02-012,魔界の粘形　スライムクイーン,
WDK02-013,魔界の粘形　アーマードスライム,
WDK02-014,魔海の黒槍　シャークスピア,
WDK02-015,魔海の青槍　シャッコー,
WDK02-016,魔界の粘形　スライム,
WDK02-017,魔海の不良　マノミン,
WDK02-020,ＤＥＶＩＬ　ＳＥＡＬ,
WDK03-001,四型絆娘　翠子,
WDK03-002,三型金闘娘　翠子,
WDK03-003,二型金娘　翠子,
WDK03-004,一型金娘　翠子,
WDK03-005,闘娘　翠子,
WDK03-006,異体同心　華代,
WDK03-007,大願成就,
WDK03-009,青天白日,
WDK03-011,幻怪　ピーター,
WDK03-012,幻怪　ネコムス,
WDK03-013,幻怪　ヌリカベ,
WDK03-014,幻怪　ティンベル,
WDK03-015,幻怪　イッタンモメン,
WDK03-016,幻怪　ゴブリン,
WDK03-017,幻怪　キュウソ,
WDK03-020,連鎖,
WDK04-001,再来の駄姫　グズ子,
WDK04-003,蒙昧の駄姫　グズ子,
WDK04-006,いっしょにあーや！,
WDK04-007,バッド・ボンバー,
WDK04-011,超罠　ダークアリス,
WDK04-012,超罠　ダイシャリン,
WDK04-013,大罠　バラバラ,
WDK04-014,大罠　ジャバウォック,
WDK04-015,中罠　マッドハッター,
WDK04-016,小罠　クラウン・キャノン,
WDK04-017,小罠　チェシャ,
WDK04-020,ウィッチ・ニッチ,
WDK05-T01,夜明の巫女　タマヨリヒメ,
WDK05-T03,若月の巫女　タマヨリヒメ,
WDK05-T07,クリン・バウンダリー,
WDK05-T09,燃盛　遊月・鍵,
WDK05-T10,ヴィクティム・ディフェンス,
WDK05-T11,師の遊　ユキダルマ,
WDK05-T12,師の遊　ケロパッチン,
WDK05-T13,讃の遊　パックンチョ,
WDK05-T14,讃の遊　ユキガッセン,
WDK05-T15,仁の遊　カマクラ,
WDK05-T16,偉智の遊　イトデンワ,
WDK05-T17,偉智の遊　ユキソリ,
WDK05-T20,フライング・トリガー,
WDK05-R01,来夢の巫女　リメンバ・ナイト,
WDK05-R02,来夢の巫女　リメンバ・ダスク,
WDK05-R03,来夢の巫女　リメンバ・アフタ,
WDK05-R04,来夢の巫女　リメンバ・アリモ,
WDK05-R05,来夢の巫女　リメンバ,
WDK05-R06,ドロー・パーフェクト,
WDK05-R08,ブルー・ジャミング,
WDK05-R09,フリーズ・サッド,
WDK05-R11,彩英の探求　ノーベル,
WDK05-R12,占英の星術　ホロスチャート,
WDK05-R13,社英の業績　カブケン,
WDK05-R14,皮英の潤滑　イグ・バナナン,
WDK05-R15,国英の変動　エンヤス,
WDK05-R16,費英の購買　ショウヒゼ,
WDK05-R17,国英の変動　エンダカ,
WDK05-R20,ＦＲＯＺＥＮ　ＦＩＮＧＥＲ,
WDK06-R01,凛武の記憶　リル,
WDK06-R03,切先の記憶　リル,
WDK06-R07,火朝月夕,
WDK06-R08,火中取栗,
WDK06-R09,メル＝マドラー,
WDK06-R11,極装　ハイメイル,
WDK06-R12,極装　トンファー,
WDK06-R13,大装　サンセツコン,
WDK06-R14,大装　トレット,
WDK06-R15,中装　フラムベ,
WDK06-R16,小装　ククリ,
WDK06-R17,小装　ヌンチャ,
WDK06-R20,剣筋の見定め,
WDK06-C01,カーニバル　†ＱＡ†,
WDK06-C02,カーニバル　†ＴＡ†,
WDK06-C03,カーニバル　†ＳＡ†,
WDK06-C04,カーニバル　†ＰＡ†,
WDK06-C05,カーニバル　†０†,
WDK06-C06,フェイト・ストラグル,
WDK06-C07,バッド・エンド,
WDK06-C08,タクティカル・パニッシュ,
WDK06-C09,ナナシ　其の鉤,
WDK06-C11,魏軍の隻眼　カコウトン,
WDK06-C12,円卓の不義　ランスロー,
WDK06-C13,円卓の鷹掴　ガエイン,
WDK06-C14,魏軍の赤弓　カコウエン,
WDK06-C15,円卓の投槍　パルジファル,
WDK06-C16,魏軍の議郎　ソウジン,
WDK06-C17,魏軍の両斧　チョウリョウ,
WDK06-C20,リサイクル・デッズ,
WDK07-E01,エルドラ　ＴＹＰＥ×Ⅳ,
WDK07-E02,エルドラ　ＴＹＰＥ×Ⅲ,
WDK07-E03,エルドラ　ＴＹＰＥ×Ⅱ,
WDK07-E04,エルドラ　ＴＹＰＥ×Ⅰ,
WDK07-E05,エルドラ　Ｂｏｏｔ,
WDK07-E06,ドント・イート,
WDK07-E07,パワー・デコレート,
WDK07-E08,キャンディ・レイン,
WDK07-E09,イベリコーナII世　～鍵の章～,
WDK07-E11,コードイート　ポッピンアイス,
WDK07-E12,コードイート　ウジキントキ,
WDK07-E13,コードイート　ポッキン,
WDK07-E14,コードイート　ラムレーズン,
WDK07-E15,コードイート　コロアイス,
WDK07-E16,コードイート　グレゼリー,
WDK07-E17,コードイート　スイカアイス,
WDK07-E20,ＳＷＥＥＴ　ＣＨＡＲＧＥ,
WDK07-Y01,花軍の巫女　ユキ,
WDK07-Y02,花候の巫女　ユキ,
WDK07-Y03,花園の巫女　ユキ,
WDK07-Y04,花影の巫女　ユキ,
WDK07-Y05,花蕾の巫女　ユキ,
WDK07-Y06,ハーベスト・フォース,
WDK07-Y07,ホワイト・シーディング,
WDK07-Y08,イクエス・ディフェンス,
WDK07-Y11,羅植　アネモネ,
WDK07-Y12,羅植　ウメ,
WDK07-Y13,羅植　クジャクソウ,
WDK07-Y14,羅植　アベリア,
WDK07-Y15,羅植　サンザカ,
WDK07-Y16,羅植　パンジー,
WDK07-Y17,羅植　マーガレット,
WDK07-Y20,プラント・アレンジ,
WDK08-Y01,爪牙　遊月・肆,
WDK08-Y02,爪牙　遊月・参,
WDK08-Y03,爪牙　遊月・弐,
WDK08-Y05,爪牙　遊月・零,
WDK08-Y06,遮断装甲,
WDK08-Y07,真空斬撃,
WDK08-Y08,猛威継承,
WDK08-Y09,鍵型闘娘　翠子,
WDK08-Y11,幻水　スピノー,
WDK08-Y12,幻水　ダンクルテウス,
WDK08-Y13,幻水　カババン,
WDK08-Y14,幻水　メガネワニ,
WDK08-Y15,幻水　アマケロ,
WDK08-Y16,幻水　スイギュ,
WDK08-Y17,幻水　ケロモドキ,
WDK08-Y20,斬衝,
WDK08-L01,英血の器　優羽莉　Ｌｖ４,
WDK08-L02,英血の器　優羽莉　Ｌｖ３,
WDK08-L03,英血の器　優羽莉　Ｌｖ２,
WDK08-L04,英血の器　優羽莉　Ｌｖ１,
WDK08-L05,英血の器　優羽莉　Ｌｖ０,
WDK08-L06,血晶紅盾,
WDK08-L07,血晶拡充,
WDK08-L08,血晶魔杖,
WDK08-L09,ＡＶＡＬ科学財団,
WDK08-L11,紅蓮の使い魔　ツクヨミ,
WDK08-L12,紅蓮の使い魔　イザナミ,
WDK08-L13,紅蓮の使い魔　アマテラス,
WDK08-L14,紅蓮の使い魔　清姫,
WDK08-L15,紅蓮の使い魔　コノハナサクヤ,
WDK08-L16,紅蓮の使い魔　アマデウス,
WDK08-L17,紅蓮の使い魔　セルディッド,
WDK08-L20,血晶の斧撃,
WDK09-001,奏世の鍵主　ウムル＝フィーラ,
WDK09-002,奏世の鍵主　ウムル＝トレ,
WDK09-003,奏世の鍵主　ウムル＝トヴォ,
WDK09-004,奏世の鍵主　ウムル＝エット,
WDK09-005,奏世の鍵主　ウムル＝ノル,
WDK09-006,ブリリアント・エコー,
WDK09-008,フォルテ・バレーノ,
WDK09-009,眩しき者　タウィル,
WDK09-010,レイズ・オブ・エッジ,
WDK09-011,コードメイズ　リュウジョウ,
WDK09-012,コードメイズ　パブロペ,
WDK09-013,コードメイズ　Ｂ・スカイジュ,
WDK09-014,コードメイズ　オタル,
WDK09-015,コードメイズ　バンクバ,
WDK09-016,コードメイズ　カイユー,
WDK09-017,コードメイズ　マリナカ,
WDK09-022,ＢＲＩＧＨＴＮＥＳＳ,
WDK10-001,爆掃の閻魔　ウリス,
WDK10-003,砕悩の閻魔　ウリス,
WDK10-004,奇虐の閻魔　ウリス,
WDK10-005,煉弾の閻魔　ウリス,
WDK10-006,ブラッディ・ストライク,
WDK10-007,サーベイジ・イリュージョン,
WDK10-008,ヴェイパー・コントロール,
WDK10-009,魅惑の冥者　ハナレ,
WDK10-011,幻竜　アン＝ミラ,
WDK10-012,幻竜　ペイモン,
WDK10-013,幻竜　キュリア,
WDK10-014,幻竜　ベルゼブブ,
WDK10-015,幻竜　コスド,
WDK10-016,幻竜　インプ,
WDK10-017,幻竜　スクブス,
WDK10-022,テクニカル・ボア,
WDK11-001,エマ　レベル４,
WDK11-002,エマ　レベル３,
WDK11-003,エマ　レベル２,
WDK11-004,エマ　レベル１,
WDK11-005,エマ　レベル０,
WDK11-007,サドゥン・クエスチョン,
WDK11-008,スタディ・ハード,
WDK11-009,ＧＦ　ノーマン＆レイ,
WDK11-011,ＧＦ　イザベラ,
WDK11-012,ＧＦ　クローネ,
WDK11-013,ＧＦ　アンナ,
WDK11-014,ＧＦ　ギルダ,
WDK11-015,ＧＦ　旅立ちコニー,
WDK11-016,ＧＦ　コニー,
WDK11-017,ＧＦ　ナイラ,
WDK11-022,モーニング・コール,
WDK12-001,メル＝ヴェスパー,
WDK12-002,メル＝カーディナル,
WDK12-003,メル＝バラライカソニック,
WDK12-007,難攻不落,
WDK12-008,化学分解,
WDK12-011,羅菌　ヨウサン,
WDK12-012,羅菌　アエン,
WDK12-013,羅菌　ビオチン,
WDK12-014,羅菌　コッパー,
WDK12-015,羅菌　カーボ,
WDK12-016,羅菌　コレステ,
WDK12-017,羅菌　センイ,
WDK12-022,修習,
WDK13-001,ミュウ＝バタフライ,
WDK13-003,ミュウ＝バック,
WDK13-004,ミュウ＝プル,
WDK13-007,ハイドロ・サークル,
WDK13-008,オリオンズ・バブル,
WDK13-009,聖援の使者　サシェ,
WDK13-011,羅星　エスキモ,
WDK13-012,羅星　ホースヘッド,
WDK13-013,羅星　ハッブラ,
WDK13-014,羅星　ウィッチヘッド,
WDK13-015,羅星　シーガル,
WDK13-016,羅星　カリフォルネ,
WDK13-017,羅星　モンキーネ,
WDK13-022,コズミック・シンクロナイズ,
WDK-F01-02,アロス・ピルルク　TRI,
WDK-F01-03,アロス・ピルルク　DI,
WDK-F01-04,アロス・ピルルク　MONO,
WDK14-001,奏でし者　タウィル＝フィーラ,
WDK14-002,奏でし者　タウィル＝トレ,
WDK14-003,奏でし者　タウィル＝トヴォ,
WDK14-004,奏でし者　タウィル＝エット,
WDK14-005,奏でし者　タウィル＝ノル,
WDK14-007,緩急火号,
WDK14-008,回心転火,
WDK14-009,奏楽の鍵主　ウムル,
WDK14-011,炎魔の聖墓　ムーンカル,
WDK14-012,炎魔の陽杖　トービエ,
WDK14-013,炎魔の聖墓　ナーキル,
WDK14-014,炎魔の孔雀　カイム,
WDK14-015,炎魔の火鉢　ブリジット,
WDK14-016,炎魔の迷光　イルリヒト,
WDK14-017,炎魔の幸運　カウカス,
WDK14-022,熱音の稲光,
WDK15-001,ナナシ　其ノ四ノ報,
WDK15-002,ナナシ　其ノ参ノ報,
WDK15-003,ナナシ　其ノ爾ノ報,
WDK15-007,フォトジェニック・バリアー,
WDK15-008,ハイアングル・バズーカ,
WDK15-009,スティング・スイング,
WDK15-011,弩書　トート,
WDK15-012,弩書　ジャパコカビ,
WDK15-013,轟書　エンキリデ,
WDK15-014,轟書　デマギア,
WDK15-015,爆書　カゲシ,
WDK15-016,小書　トンコウ,
WDK15-017,小書　インペ,
WDK15-022,ニュース・デリバリー,
WDK16-01T,月ノ美兎　レベル４,
WDK16-02T,月ノ美兎　レベル３,
WDK16-03T,月ノ美兎　レベル２,
WDK16-04T,月ノ美兎　レベル１,
WDK16-05T,美兎サポーター　凛＆楓,
WDK16-06T,コードＶＬ　椎名唯華,
WDK16-01H,樋口楓　レベル４,
WDK16-02H,樋口楓　レベル３,
WDK16-03H,樋口楓　レベル２,
WDK16-04H,樋口楓　レベル１,
WDK16-05H,楓サポーター　凛＆美兎,
WDK16-06H,コードＶＬ　本間ひまわり,
WDK16-01S,静凛　レベル４,
WDK16-02S,静凛　レベル３,
WDK16-03S,静凛　レベル２,
WDK16-04S,静凛　レベル１,
WDK16-05S,凛サポーター　美兎＆楓,
WDK16-06S,コードＶＬ　笹木咲,
WDK16-07,美兎＆楓＆凛　レベル０,
WDK16-09,マスト・ハイド,
WDK16-10,ファイト・ゴースト,
WDK16-12,コードＶＬ　モイラ,
WDK16-13,コードＶＬ　出雲霞,
WDK16-14,コードＶＬ　魔界ノりりむ,
WDK16-15,コードＶＬ　名伽尾アズマ,
WDK16-16,コードＶＬ　文野環,
WDK16-17,コードＶＬ　黒井しば,
WDK16-22,チャイルド・クッキー,
WDK17-001,黒幕の舞姫　アルフォウ,
WDK17-002,幕間の舞姫　アルフォウ,
WDK17-003,暗転の舞姫　アルフォウ,
WDK17-004,幕開の舞姫　アルフォウ,
WDK17-005,開演の舞姫　アルフォウ,
WDK17-007,オクロック・ベル,
WDK17-008,パンプキン・キャリッジ,
WDK17-009,愛憎の果てに　ハイティ・鍵,
WDK17-011,舞踏の童話　シンデレラ,
WDK17-012,舞踏の童話　ディンゴン,
WDK17-013,舞踏の童話　リンツ,
WDK17-014,舞踏の童話　キュルビウス,
WDK17-015,舞踏の童話　グラシュ,
WDK17-016,舞踏の童話　アシェンプテル,
WDK17-017,舞踏の童話　タウベズ,
WDK17-022,アクター・ワードローブ,
SP01-001,満月の巫女　タマ,
SP01-002,弦月の巫女　タマ,
SP01-005,新月の巫女　タマ,
SP02-001,遊月・肆,
SP02-002,遊月・参,
SP02-003,遊月・爾,
SP02-004,遊月・壱,
SP06-005,ミルルン・ノット,
SP07-001,天啓の天恵　アン=フォース,
SP07-005,奇跡の軌跡　アン,
SP07-009,天佑神助,
SP07-010,天罰覿面,
SP07-011,不思議な童話　メルへ,
SP09-002,花代,
SP09-003,ピルルク,
SP09-004,緑子,
SP10-001,四面楚火,
SP12-006,エルドラ×マーク０,
SP12-012,星占の巫女　リメンバ,
SP12-013,永らえし者　タウィル=ノル,
SP15-001,セレクター,
SP18-002,恋慕の巫女　ユキ,
SP19-004,一ノ娘　緑子,
SP20-003,あーや！０,
SP23-009,真剣焦舞,
SP24-009,歳月不待,
SP24-010,起承転結,
SP26-001,トワリング,
SP26-002,アンチ・アビリティ,
SP26-003,カウントレス・バレット,
SP26-005,ピース・サイン,
SP26-006,レフト・ホープ,
SP26-007,天変地威,
SP26-008,熾々奮迅,
SP27-002,幻獣　ダチョウ,
SP27-003,惨之遊　†バカラ†,
SP27-004,大盾　スパルタン,
SP27-005,幻水　アユ,
SP27-006,疾走の魔鹿　フルフル,
SP27-007,美濃の油蝮　ドウザン,
SP27-008,羅植　サボテン,
SP27-009,快睡の夢魔　サクバス,
SP27-010,火電一閃,
SP27-011,羅星　マルカブ,
SP27-012,悲劇の予言　§テティス§,
SP27-013,幻怪　ベンザイテン,
SP27-014,中水罠　オトヒメ,
SP27-015,コードイート　トンカツ,
SP27-016,決闘文具,
SP27-017,太陽の御者　≡ヘリオス≡,
SP27-018,ドライ＝ラミア,
SP35-026,黒衣の花嫁　アルフォウ,
SP35-027,冥者　ハナレ,
SP35-028,閉ざされし使　リワト＝ノル,
SP36-001,炎のタマ,
SP38-001,クロス・テンスグロウ！,
SP38-002,炎天烈術,
SP38-003,ロック・テンカウント,
SP38-004,十年一昔,
SP38-005,ダーク・テンペスト,
SP38-006,創鍵の巫女　マユ,
SP38-007,ヴィクティム・メモリーズ,
SP38-008,轟炎　花代・爾転,
SPK01-01,コードライド　シマカゼ,
SPK01-02,魔界の詩文　ダンテ,
SPK01-03,幻怪　カマイタチ,
SPK01-04,讃の遊　ベッドメリー,
SPK01-05,中装　カンショウ・バクヤ,
SPK01-06,島原の一揆　トキサダ,
SPK01-07,獣爪一対,
SPK01-08,衆英の出資　クラファン,
SPK01-09,大罠　ハート・クイーン,
SPK01-10,羅植　ミズバショウ,
SPK01-11,コードイート　ラズベリー,
SPK01-12,幻水　ナポフィ,
SPK01-13,セレクト・ハッピー５,
SPK01-14,祝福の五光,
SPK01-15,魔界の五裁　マルバス,
SPK03-21,コード・ピルルク　GND,
SPK06-01,千差爆別,
SPK06-02,グレイブ・ブルー,
SPK06-05,アーク・クロス・カウンター,
SPK16-8C,時英の埋設　＃タイプス＃,
SPK16-13B,決勝馬焼,
SPK16-13E,カウンター・ヴァンプ,
SPK25-01,金製の均整　アン＝ファースト,
SPK25-02,ミルルン・オング,
SPK25-03,金愛の使者　サシェ・クロワス,
SPK25-04,アイヤイ★チップ,
SPK25-05,黒金の冥者　ハナレ,
PR-046,星占の巫女　リメンバ・ナイト,
PR-047,星占の巫女　リメンバ・ドウン,
PR-048,星占の巫女　リメンバ・ヌーン,
PR-049,星占の巫女　リメンバ・モーニ,
PR-067,イオナ,
PR-068,エルドラ,
PR-069,遊月,
PR-103,ステコ,
PR-150,札引かもね,
PR-164,ｉｎｆｅｃｔｅｄ　ＷＩＸＯＳＳ,
PR-168,アン,
PR-169,ミルルン,
